ID,Name,Description,Contributor,Citation,Glottocode,Year,Source,Media_IDs,Type,Map_IDs
map_1,,,,,,,carling2025diacl,,map,
961,Kimbundu,,,,,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
962,Banda-Yangere,,,,,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
963,Mbanza,,,,,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
964,Luimbi,,,,,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
965,Shanjo,,,,,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
966,Sala,,,,,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
967,Lundwe,,,,,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
968,Tongwe,,,,,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
969,Kimbu,,,,,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
970,Kota,,,,kota1274,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
971,Mbesa,,,,mbes1238,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
972,Ngando,,,,ngan1302,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
973,Ndendeule,,,,,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
974,Hehe,,,,,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
975,Ngbaka-Ma'bo,,,,,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
976,Ngbaka-Manza,,,,,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
977,Monzombo,,,,,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
978,Vidunda,,,,vidu1238,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
979,Sagala,,,,saga1256,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
980,Biseni-Okordia,,,,bise1239,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
981,Ibani,,,,iban1261,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
982,Kirike,,,,kiri1254,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
983,Guere,,,,guer1240,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
984,Bakwé,,,,bakw1243,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
985,Bassa,,,,nucl1418,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
986,Kuwaa,,,,kuwa1247,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
987,Nyarafolo Senoufo,,,,,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
988,Palaka Senoufo,,,,,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
989,Senari,,,,,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
990,Tagwana Senoufo,,,,,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
991,Djimini Senoufo,,,,,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
992,Soninke,,,,soni1259,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
993,Téén,,,,teen1242,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
994,Bondoukou Kulango,,,,bond1246,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
995,Bouna Kulango,,,,boun1243,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
996,Kuranko,,,,kura1250,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
997,Konyanka Maninka,,,,kony1250,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
998,Fang,,,,fang1246,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
999,Gbaya-Toongo,,,,,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
1000,Gbaya-Biyanda,,,,,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
1001,Buduma,,,,budu1265,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
1002,Putai,,,,puta1243,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
1003,Wojenaka,,,,woje1238,1750,carling2025diacl;titus,features,feature,map_1
1004,Limba,,,,limb1267,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
1005,Dogon,,,,dogo1299,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
1006,Nuni,,,,nuni1253,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
1007,Lyélé,,,,lyel1241,1750,carling2025diacl;titus,features,feature,map_1
1008,Mampruli,,,,mamp1244,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
1009,Konkomba,,,,konk1269,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
1010,Marka,,,,mark1256,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
1011,Mande Samo,,,,mand1437,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
1012,Bomu,,,,bomu1247,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
1013,TIikar,,,,tika1246,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
1014,Mambila,,,,mamb1312,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
1015,Bokoto,,,,boko1261,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
1016,Mbum,,,,mbum1254,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
1017,Gbanu,,,,gban1260,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
1018,Bata,,,,bata1314,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
1019,Suma,,,,suma1264,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
1020,Marba,,,,marb1239,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
1021,Musey,,,,muse1242,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
1022,Mesme,,,,mesm1239,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
1023,Surmic,,,,surm1244,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
1024,Ethiopic,,,,ethi1244,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
1025,Ilwana,,,,ilwa1237,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
1026,Pokomo,,,,poko1261,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
1027,Mijikenda,,,,miji1238,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
1028,Seuta,,,,seut1234,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
1029,Ruvu,,,,ruvu1235,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
1030,Tooro,,,,toor1238,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
1031,Sukuma,,,,suku1261,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
1032,Luyia,,,,luyi1234,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
1033,Ikoma-Nata,,,,ikom1245,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
1034,Sumbwa,,,,sumb1240,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
1035,Moru-Madi,,,,moru1252,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
1036,Mangbutu-Efe,,,,mang1425,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
1037,Mangbetu-Asua,,,,mang1393,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
1038,Burunge,,,,buru1320,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
1039,Gbaya-Bozoum,,,,gbay1286,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
1040,Northern Ngbandi,,,,nort2774,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
1041,Mbangi,,,,,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
